source_id,paper_title,venue,year,table_id,source_url,dataset,dataset_version,task,metric,feature_condition,split_protocol,model,mean,std,unit,n_runs,comparison_level,notes,mean_fraction,std_fraction
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,JacobiConv,73.57,4.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7356999999999999,0.043
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,JacobiConv,81.8,4.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.818,0.040999999999999995
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,JacobiConv,76.31,1.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7631,0.013000000000000001
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,JacobiConv,73.81,0.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7381,0.003
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,JacobiConv,49.43,0.5,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.4943,0.005
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GBK-GNN,66.19,2.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.6618999999999999,0.027999999999999997
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GBK-GNN,80.0,3.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.8,0.03
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GBK-GNN,72.98,3.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7298,0.033
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GBK-GNN,72.49,1.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7249,0.01
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GBK-GNN,44.9,0.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.449,0.003
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,OGNN,71.91,1.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7191,0.018000000000000002
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,OGNN,85.0,2.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.85,0.023
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,OGNN,79.3,2.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7929999999999999,0.021
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,OGNN,72.08,2.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7208,0.024
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,OGNN,47.79,1.6,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.4779,0.016
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,SEGSL,66.67,4.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.6667000000000001,0.040999999999999995
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,SEGSL,85.0,2.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.85,0.02
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,SEGSL,79.3,1.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7929999999999999,0.018000000000000002
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,SEGSL,72.73,0.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7273000000000001,0.008
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,SEGSL,47.38,0.2,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.4738,0.002
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,DisamGCL,50.48,2.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.5047999999999999,0.02
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,DisamGCL,65.0,1.2,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.65,0.012
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,DisamGCL,57.89,0.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.5789,0.0
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,DisamGCL,67.78,0.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.6778,0.003
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,DisamGCL,43.9,0.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.439,0.004
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,roman_empire,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,ResNet,65.88,0.38,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.6587999999999999,0.0038
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,amazon_ratings,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,ResNet,45.9,0.52,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.45899999999999996,0.0052
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,minesweeper,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,ResNet,50.89,1.39,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.5089,0.0139
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,tolokers,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,ResNet,72.95,1.06,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.7295,0.0106
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,questions,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,ResNet,70.34,0.76,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.7034,0.0076
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,roman_empire,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,ResNet+SGC,73.9,0.51,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.7390000000000001,0.0051
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,amazon_ratings,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,ResNet+SGC,50.66,0.48,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.5065999999999999,0.0048
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,minesweeper,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,ResNet+SGC,70.88,0.9,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.7088,0.009000000000000001
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,tolokers,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,ResNet+SGC,80.7,0.97,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.807,0.0097
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,questions,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,ResNet+SGC,75.81,0.96,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.7581,0.0096
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,roman_empire,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,ResNet+adj,52.25,0.4,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.5225,0.004
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,amazon_ratings,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,ResNet+adj,51.83,0.57,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.5183,0.005699999999999999
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,minesweeper,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,ResNet+adj,50.42,0.83,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.5042,0.0083
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,tolokers,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,ResNet+adj,78.78,1.11,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.7878000000000001,0.0111
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,questions,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,ResNet+adj,75.77,1.24,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.7576999999999999,0.0124
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,roman_empire,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,GCN,73.69,0.74,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.7369,0.0074
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,amazon_ratings,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,GCN,48.7,0.63,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.48700000000000004,0.0063
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,minesweeper,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GCN,89.75,0.52,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.8975,0.0052
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,tolokers,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GCN,83.64,0.67,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.8364,0.0067
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,questions,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GCN,76.09,1.27,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.7609,0.0127
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,roman_empire,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,SAGE,85.74,0.67,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.8573999999999999,0.0067
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,amazon_ratings,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,SAGE,53.63,0.39,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.5363,0.0039000000000000003
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,minesweeper,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,SAGE,93.51,0.57,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.9351,0.005699999999999999
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,tolokers,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,SAGE,82.43,0.44,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.8243,0.0044
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,questions,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,SAGE,76.44,0.62,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.7644,0.0062
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,roman_empire,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,GAT,80.87,0.3,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.8087000000000001,0.003
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,amazon_ratings,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,GAT,49.09,0.63,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.49090000000000006,0.0063
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,minesweeper,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GAT,92.01,0.68,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.9201,0.0068000000000000005
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,tolokers,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GAT,83.7,0.47,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.8370000000000001,0.004699999999999999
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,questions,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GAT,77.43,1.2,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.7743000000000001,0.012
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,roman_empire,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,GAT-sep,88.75,0.41,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.8875,0.0040999999999999995
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,amazon_ratings,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,GAT-sep,52.7,0.62,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.527,0.0062
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,minesweeper,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GAT-sep,93.91,0.35,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.9390999999999999,0.0034999999999999996
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,tolokers,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GAT-sep,83.78,0.43,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.8378,0.0043
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,questions,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GAT-sep,76.79,0.71,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.7679,0.0070999999999999995
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,roman_empire,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,GT,86.51,0.73,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.8651000000000001,0.0073
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,amazon_ratings,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,GT,51.17,0.66,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.5117,0.0066
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,minesweeper,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GT,91.85,0.76,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.9185,0.0076
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,tolokers,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GT,83.23,0.64,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.8323,0.0064
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,questions,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GT,77.95,0.68,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.7795000000000001,0.0068000000000000005
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,roman_empire,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,GT-sep,87.32,0.39,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.8732,0.0039000000000000003
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,amazon_ratings,hgb_iclr2023_v1,node_classification,accuracy,native,hgb_fixed_10,GT-sep,52.18,0.8,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.5218,0.008
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,minesweeper,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GT-sep,92.29,0.47,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.9229,0.004699999999999999
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,tolokers,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GT-sep,82.52,0.92,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.8251999999999999,0.0092
platonov_iclr2023_official,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,official results notebook,https://github.com/yandex-research/heterophilous-graphs/blob/main/notebooks/results.ipynb,questions,hgb_iclr2023_v1,node_classification,roc_auc,native,hgb_fixed_10,GT-sep,78.05,0.93,percent,10,exact,Official repository aggregate. Layer count selected by validation performance.,0.7805,0.009300000000000001
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,chameleon_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,ResNet,36.73,4.71,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.,0.36729999999999996,0.0471
