run_id,config_hash,source_hash,dataset,task,model,seed,split,num_threads,run_dir,job_config
atlas_het_boundary_stress__node_classification__signature_gnn__split0__seed0__55479d201fe8,55479d201fe8,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,signature_gnn,0,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\signature_gnn\split_0\seed_0\cfg_55479d201fe8,outputs\runs\atlas_het_boundary_stress\node_classification\signature_gnn\split_0\seed_0\cfg_55479d201fe8\job_config.yaml
atlas_het_boundary_stress__node_classification__signature_gnn__split0__seed1__366cebd851c1,366cebd851c1,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,signature_gnn,1,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\signature_gnn\split_0\seed_1\cfg_366cebd851c1,outputs\runs\atlas_het_boundary_stress\node_classification\signature_gnn\split_0\seed_1\cfg_366cebd851c1\job_config.yaml
atlas_het_boundary_stress__node_classification__signature_gnn__split0__seed2__01dc6f2d40cb,01dc6f2d40cb,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,signature_gnn,2,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\signature_gnn\split_0\seed_2\cfg_01dc6f2d40cb,outputs\runs\atlas_het_boundary_stress\node_classification\signature_gnn\split_0\seed_2\cfg_01dc6f2d40cb\job_config.yaml
atlas_het_boundary_stress__node_classification__geometry_moe__split0__seed0__59e517ba45d6,59e517ba45d6,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,geometry_moe,0,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\geometry_moe\split_0\seed_0\cfg_59e517ba45d6,outputs\runs\atlas_het_boundary_stress\node_classification\geometry_moe\split_0\seed_0\cfg_59e517ba45d6\job_config.yaml
atlas_het_boundary_stress__node_classification__geometry_moe__split0__seed1__29fae97887d3,29fae97887d3,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,geometry_moe,1,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\geometry_moe\split_0\seed_1\cfg_29fae97887d3,outputs\runs\atlas_het_boundary_stress\node_classification\geometry_moe\split_0\seed_1\cfg_29fae97887d3\job_config.yaml
atlas_het_boundary_stress__node_classification__geometry_moe__split0__seed2__29e325bd60db,29e325bd60db,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,geometry_moe,2,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\geometry_moe\split_0\seed_2\cfg_29e325bd60db,outputs\runs\atlas_het_boundary_stress\node_classification\geometry_moe\split_0\seed_2\cfg_29e325bd60db\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_no_transport__split0__seed0__c1faf37deab6,c1faf37deab6,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_no_transport,0,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_transport\split_0\seed_0\cfg_c1faf37deab6,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_transport\split_0\seed_0\cfg_c1faf37deab6\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_no_transport__split0__seed1__21646de7aaa7,21646de7aaa7,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_no_transport,1,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_transport\split_0\seed_1\cfg_21646de7aaa7,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_transport\split_0\seed_1\cfg_21646de7aaa7\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_no_transport__split0__seed2__65f7fbca52ef,65f7fbca52ef,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_no_transport,2,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_transport\split_0\seed_2\cfg_65f7fbca52ef,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_transport\split_0\seed_2\cfg_65f7fbca52ef\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_free_transition__split0__seed0__fd7af3620c43,fd7af3620c43,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_free_transition,0,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_free_transition\split_0\seed_0\cfg_fd7af3620c43,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_free_transition\split_0\seed_0\cfg_fd7af3620c43\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_free_transition__split0__seed1__61244ef9647b,61244ef9647b,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_free_transition,1,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_free_transition\split_0\seed_1\cfg_61244ef9647b,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_free_transition\split_0\seed_1\cfg_61244ef9647b\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_free_transition__split0__seed2__3e7f9b7e4808,3e7f9b7e4808,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_free_transition,2,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_free_transition\split_0\seed_2\cfg_3e7f9b7e4808,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_free_transition\split_0\seed_2\cfg_3e7f9b7e4808\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_no_metric__split0__seed0__8a6f1b91dd04,8a6f1b91dd04,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_no_metric,0,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_metric\split_0\seed_0\cfg_8a6f1b91dd04,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_metric\split_0\seed_0\cfg_8a6f1b91dd04\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_no_metric__split0__seed1__015f0d0e56d5,015f0d0e56d5,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_no_metric,1,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_metric\split_0\seed_1\cfg_015f0d0e56d5,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_metric\split_0\seed_1\cfg_015f0d0e56d5\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_no_metric__split0__seed2__0e67e7fca877,0e67e7fca877,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_no_metric,2,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_metric\split_0\seed_2\cfg_0e67e7fca877,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_metric\split_0\seed_2\cfg_0e67e7fca877\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_no_cocycle__split0__seed0__1c716b5507c7,1c716b5507c7,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_no_cocycle,0,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_cocycle\split_0\seed_0\cfg_1c716b5507c7,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_cocycle\split_0\seed_0\cfg_1c716b5507c7\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_no_cocycle__split0__seed1__4ac6a363de93,4ac6a363de93,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_no_cocycle,1,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_cocycle\split_0\seed_1\cfg_4ac6a363de93,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_cocycle\split_0\seed_1\cfg_4ac6a363de93\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_no_cocycle__split0__seed2__e4283b00698c,e4283b00698c,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_no_cocycle,2,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_cocycle\split_0\seed_2\cfg_e4283b00698c,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_cocycle\split_0\seed_2\cfg_e4283b00698c\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_no_rank__split0__seed0__4e288088111a,4e288088111a,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_no_rank,0,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_rank\split_0\seed_0\cfg_4e288088111a,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_rank\split_0\seed_0\cfg_4e288088111a\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_no_rank__split0__seed1__4c8066568be8,4c8066568be8,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_no_rank,1,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_rank\split_0\seed_1\cfg_4c8066568be8,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_rank\split_0\seed_1\cfg_4c8066568be8\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_no_rank__split0__seed2__32b6755adcd9,32b6755adcd9,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_no_rank,2,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_rank\split_0\seed_2\cfg_32b6755adcd9,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_rank\split_0\seed_2\cfg_32b6755adcd9\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_no_overlap__split0__seed0__51d9c39d8517,51d9c39d8517,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_no_overlap,0,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_overlap\split_0\seed_0\cfg_51d9c39d8517,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_overlap\split_0\seed_0\cfg_51d9c39d8517\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_no_overlap__split0__seed1__b75eddc68d4b,b75eddc68d4b,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_no_overlap,1,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_overlap\split_0\seed_1\cfg_b75eddc68d4b,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_overlap\split_0\seed_1\cfg_b75eddc68d4b\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas_no_overlap__split0__seed2__b85aee5f8732,b85aee5f8732,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas_no_overlap,2,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_overlap\split_0\seed_2\cfg_b85aee5f8732,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas_no_overlap\split_0\seed_2\cfg_b85aee5f8732\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas__split0__seed0__b66c44eaedeb,b66c44eaedeb,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas,0,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas\split_0\seed_0\cfg_b66c44eaedeb,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas\split_0\seed_0\cfg_b66c44eaedeb\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas__split0__seed1__9637df5980c2,9637df5980c2,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas,1,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas\split_0\seed_1\cfg_9637df5980c2,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas\split_0\seed_1\cfg_9637df5980c2\job_config.yaml
atlas_het_boundary_stress__node_classification__graphatlas__split0__seed2__20b4e35299f5,20b4e35299f5,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,graphatlas,2,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas\split_0\seed_2\cfg_20b4e35299f5,outputs\runs\atlas_het_boundary_stress\node_classification\graphatlas\split_0\seed_2\cfg_20b4e35299f5\job_config.yaml
